date,Open,High,Low,Close,Adj Close,Volume
2022. 1. 23,2870498,3031762,2840195,3022891,19655824391251,360629435507749
2022. 1. 24,3023907,3025478,2602732,2918064,33651713712502,347153343290603
2022. 1. 25,2918113,2988612,2827690,2938035,19347049164672,350380013277967
2022. 1. 26,2937609,3233064,2905694,2963623,25397340543091,352306130861286
2022. 1. 27,2962612,3020750,2803105,2916327,19364809189952,347220287704616
2022. 1. 28,2914697,3083538,2853555,3081497,17652288722175,365894201008423
2022. 1. 29,3080891,3178908,3057177,3141979,13516073127972,375042908381356
2022. 1. 30,3143770,3183504,3085318,3149370,11494672392035,376007473046674
2022. 1. 31,3149124,3250670,3017441,3242388,16667297642645,388259755263065
2022. 2. 1,3241930,3376120,3235542,3357661,15914573878485,402114884678835
2022. 2. 2,3357470,3372421,3156220,3219693,16686946028795,385278900970890
2022. 2. 3,3218939,3266786,3108058,3216736,15307881628735,384008148966004
2022. 2. 4,3219012,3575501,3214464,3575501,22797010170320,427887298214896
2022. 2. 5,3576530,3660039,3555361,3612724,15701418377599,431576603831879
2022. 2. 6,3613098,3668583,3553742,3664047,11343981337964,437757848314915
2022. 2. 7,3663982,3813335,3596412,3761537,18211999802015,449977917930670
2022. 2. 8,3762181,3857227,3635586,3736217,20511888844376,446665850227779
2022. 2. 9,3734511,3896930,3662550,3868479,16692810365233,463241167482290
2022. 2. 10,3869262,3910573,3682767,3691286,22246865345730,439271763971122
2022. 2. 11,3691203,3735897,3465857,3512260,19243833142936,419740641717552
2022. 2. 12,3512264,3575484,3443581,3500237,13502919764884,418471378532982
2022. 2. 13,3499549,3536728,3413894,3459543,10864100008076,413656034639950
2022. 2. 14,3455612,3541035,3405483,3512841,14594874268973,420875950375764
2022. 2. 15,3513141,3812766,3495842,3806011,16670706303311,455409549681149
2022. 2. 16,3806693,3808093,3662109,3743262,14784657500580,447783503862775
2022. 2. 17,3742099,3776849,3430693,3454335,18980860515580,412512889046029
2022. 2. 18,3457762,3509442,3304991,3330978,18878989052108,399531115866377
2022. 2. 19,3329956,3379549,3237294,3304640,11687284040263,395399933764694
2022. 2. 20,3304707,3304707,3092094,3142860,13920016460681,376121107192425
2022. 2. 21,3141685,3276719,3068339,3075015,22293969731147,368282672032668
2022. 2. 22,3073919,3158273,2995194,3148681,19546022351754,377414279667053
2022. 2. 23,3148858,3263594,3087146,3089015,15965472510152,369921574596016
2022. 2. 24,3086399,3241164,2780422,3133412,34955091711351,370910566517240
2022. 2. 25,3133857,3380243,3103102,3311444,20754882359054,399206104532245
2022. 2. 26,3311987,3413375,3288054,3331543,14044135534330,398906355522509
2022. 2. 27,3330815,3391455,3092337,3141126,19347398097263,376126016775749
2022. 2. 28,3140372,3518438,3110761,3506413,23082342247693,418894839793255
2022. 3. 1,3507103,3640298,3445511,3582959,22530575769616,427684364143649
2022. 3. 2,3582943,3648938,3513098,3549804,20053242285803,426005530533192
2022. 3. 3,3549850,3568563,3380896,3421176,15752316219975,408638546450505
2022. 3. 4,3421801,3422029,3149095,3184883,17497660432804,378517019704458
2022. 3. 5,3186486,3260267,3160342,3245285,9823466910416,388628431273694
2022. 3. 6,3245422,3253616,3110488,3110488,10805688371251,372932324815133
2022. 3. 7,3110805,3237643,3026687,3078128,17766772068524,364487646236088
2022. 3. 8,3078067,3216972,3066859,3179992,17157914039647,380674928951413
2022. 3. 9,3180508,3398763,3176410,3339290,17491873841190,403905523651343
2022. 3. 10,3338474,3338474,3150845,3204614,16260421525369,382550399719327
2022. 3. 11,3204887,3279739,3128420,3166448,15214774236774,377156393094980
2022. 3. 12,3166569,3224438,3165909,3185241,8082002726133,382021349652080
2022. 3. 13,3183675,3209730,3096941,3115567,10678690829348,373782423442843
2022. 3. 14,3115000,3221580,3098690,3217899,13907682155314,384395279536791
2022. 3. 15,3217865,3307062,3137160,3253584,15974754924876,390457782339635
2022. 3. 16,3253433,3400572,3242400,3390363,22246177131604,413027267209774
2022. 3. 17,3390251,3423263,3334601,3407677,15514713595795,413132931256294
2022. 3. 18,3407169,3601500,3368347,3567900,19164941384274,427934452846712
2022. 3. 19,3567148,3609867,3526058,3569008,14023380129821,428386284236624
2022. 3. 20,3569359,3581979,3423462,3465418,15365898141142,415957606293659
2022. 3. 21,3464987,3594346,3444121,3535174,18422058762945,421502503572708
2022. 3. 22,3534927,3716223,3529138,3612503,20531182284875,435475795948116
2022. 3. 23,3612520,3698322,3555839,3696719,19451453142207,442255199785518
2022. 3. 24,3696712,3808467,3683384,3793847,22038963638200,455242165315645
2022. 3. 25,3794320,3883042,3783851,3807070,20788236304998,455477126753641
2022. 3. 26,3806744,3856277,3788877,3851809,10877609796099,462694500713084
2022. 3. 27,3852564,4033431,3835656,4033431,16460081211426,484594305808408
2022. 3. 28,4034343,4194634,4014374,4083373,25267871303279,491254690417303
2022. 3. 29,4081399,4237888,4081399,4114381,23904881465969,500287594147974
2022. 3. 30,4113823,4153182,4055972,4097869,18506927427328,492012462133924
2022. 3. 31,4098028,4155601,3975306,3985883,21408999947421,477468363186754
2022. 4. 1,3987017,4230995,3918418,4207660,25485938362462,503638787450350
2022. 4. 2,4207949,4295193,4198449,4202180,28751877124021,505179824267510
2022. 4. 3,4201877,4359422,4173150,4297083,18703719776148,516642221550074
2022. 4. 4,4296512,4294953,4157356,4277252,22212163867669,516470881108815
2022. 4. 5,4277250,4308355,4156946,4158463,20263021936260,498389495318102
2022. 4. 6,4158317,4158317,3861577,3862170,31242250190863,464950935706544
2022. 4. 7,3862786,3977636,3844319,3953648,20390996825567,473584728092993
2022. 4. 8,3953645,4048864,3907659,3923554,21468761557823,469560416483767
2022. 4. 9,3923433,4009458,3917894,4009401,12178605596842,482381898033198
2022. 4. 10,4008633,4059903,3948158,3948158,12816466530281,475033778944872
2022. 4. 11,3945344,3953704,3659150,3682166,26910304039610,440976715229984
2022. 4. 12,3682621,3777545,3659692,3723424,24994943436071,450493065342540
2022. 4. 13,3722811,3822444,3689253,3814499,19767907548456,461186069944084
2022. 4. 14,3813860,3845522,3675815,3715168,19353472823307,444694980683035
2022. 4. 15,3715445,3748727,3687425,3737560,13848214135466,450393834973615
2022. 4. 16,3737814,3779313,3707453,3763855,10775076042064,453194373007659
2022. 4. 17,3763328,3780405,3673805,3679163,12860080862278,443046288021454
2022. 4. 18,3679262,3781815,3572549,3777444,22897194774545,452599658124087
2022. 4. 19,3777399,3880244,3765473,3848254,17488719658266,461902608712650
2022. 4. 20,3848041,3902748,3759572,3798569,19274531421128,459627293761333
2022. 4. 21,3798672,3925334,3680354,3712064,25651212044687,444207585683975
2022. 4. 22,3711391,3752088,3667577,3688048,20853294691732,443866999079655
2022. 4. 23,3688007,3701769,3640660,3656424,11340854591320,440403546869150
2022. 4. 24,3655470,3686003,3636531,3636349,12067510474978,438344378996822
2022. 4. 25,3636669,3775154,3507534,3762359,27785451788116,451275551332227
2022. 4. 26,3761800,3775892,3513408,3540731,23818962417554,423212857966271
2022. 4. 27,3541169,3693516,3539540,3658598,21962407511140,439105922452937
2022. 4. 28,3658497,3786441,3649100,3736995,23357248466138,448439319854070
